id,text,source,created_at,user_id,retweet_count,username,user_desc,location,verified
1494082167625990149,RT @Aegean888: @marina_hossain @JohnnyHaig @JustinTrudeau @globalnews @CTVNews @CBCNews @CBCVancouver @jjhorgan Because then they have to s…,Twitter for iPhone,2022-02-16T22:52:02.000Z,1473455372983844868,1,RickRn2145,,,False
1494093838058725376,"@Reuters Comparing vaccines:
country of origin,
safety,
doses, 
price,
efficacy, and approval. 

Pfizer, Johnson &amp; Johnson, Moderna, AstraZeneca, Sputnik V, Sinopharm, Bharat Biotech (COVAXIN), Medicago (CoVLP) https://t.co/w8GHrjUE4R",Twitter for Android,2022-02-16T23:38:24.000Z,1140830383791116294,0,Happyli80729814,"Hello, all you need to know about COVID-19, Vaccines and healthy lifestyle",,False
1494081703446401024,RT @Sanchezsanti96: @GovCanHealth @cpachecoMD @HeartandStroke Approve #COVAXIN,Twitter for iPhone,2022-02-16T22:50:11.000Z,1473455372983844868,1,RickRn2145,,,False
1494090279820873734,"RT @B1llyTh2K3d: Dr. Ashish Jha on CBS just now talking about COVID, mentioned at the very end ""we are in a better position today. We have…",Twitter for iPhone,2022-02-16T23:24:16.000Z,1484543302879924229,21,Alex86748417,,,False
1494082852929036289,RT @huskydannnnn: @informedjab if only there was a traditional inactive virus vaccine that gave same protection as natural immunity and saf…,Twitter for iPhone,2022-02-16T22:54:45.000Z,1473455372983844868,1,RickRn2145,,,False
1494081187933036544,RT @Chris34883890: @FoxNews @RepThomasMassie @RandPaul @rustyrockets @joerogan @RepMattGaetz @ABonTV @TuckerCarlson Now that we know the @U…,Twitter for iPhone,2022-02-16T22:48:08.000Z,1473455372983844868,11,RickRn2145,,,False
1494092782260170758,@Laurie_Garrett @POTUS @WhiteHouse #IchooseCOVAXIN a traditional whole-virus inactivating vaccine. #COVAXIN - THE UNIVERSAL solution against COVID-19! Covers all current and very likely upcoming variants! #BharatBiotech #Ocugen #Ocgn https://t.co/dlGOLyPs0e,Twitter for iPhone,2022-02-16T23:34:12.000Z,1417544937269256200,2,imp_ax,Supporter of #COVAXIN @Ocugen https://t.co/s47POreexA,,False
1494079791309500418,"@NIH The FDA needs to approve #COVAXIN is a whole-virus inactivated vaccine that creates a broad-spectrum immune response against all variants, differentiating it from other mRNA and adenovirus-based vaccines that only target the spike protein. #IchooseCOVAXIN

https://t.co/4f32FekxqD",Twitter for iPhone,2022-02-16T22:42:35.000Z,1898449531,0,Itallmakesens,,,False
1494081789966573570,"RT @YValdee: @DonaldJTrumpJr @US_FDA @JoeBiden #Covaxin4Kids #COVAXIN #covaxinapproval Pfizer is trash, @US_FDA is corrupt! #FauciLiedAndPe…",Twitter for iPhone,2022-02-16T22:50:32.000Z,1473455372983844868,1,RickRn2145,,,False
1494083922371612674,"@SenTedCruz Its been held @US_FDA #IchooseCOVAXIN for longest time since June 2021 for adults then Since Nov 2021 for kids #Covaxin4Kids its CRIMiNAL, could have save more lives!! COVAXIN WHOLE VARIANT/VIRUS THAT CAN KILL IT, INSTEAD OF MRNA THAT KEPT ON MUTATING!!! https://t.co/6x0kZ0tAFO",Twitter for Android,2022-02-16T22:59:00.000Z,1449092858418372608,0,AverageJoe143,Covaxin For Kids & Humanity,United States,False
1494079709117923330,RT @Danilo95003066: @CDCgov Encourage more people to vaccinate. Give people what they want. Listen to peoples choices. Offer them options!!…,Twitter for iPhone,2022-02-16T22:42:15.000Z,1473455372983844868,1,RickRn2145,,,False
1494093522508599297,"RT @HieuTrantheMAN: Dr. Fauci lied
@JoeBiden  lied
@US_FDA lied
@CDCgov lied 
MDs on Pfizer payroll lied 
We allowed liars to run the gover…",Twitter for iPhone,2022-02-16T23:37:09.000Z,1417544937269256200,5,imp_ax,Supporter of #COVAXIN @Ocugen https://t.co/s47POreexA,,False
1494097296291553280,"Day15 #IchooseCOVAXIN
Follow data and science, you’ll find #COVAXIN 
Follow corruption &amp; $ you’ll find @US_FDA SHAME ON YOU! My villagers died because of your greed and corruption. 

@GovCanHealth I pray to God you can be better 🙏 

#ExposeFDA #COVAXIN #COVAXINapproval 
❤️✊ https://t.co/UVwZenfMdW",Twitter for iPhone,2022-02-16T23:52:09.000Z,1395910534877257731,12,HieuTrantheMAN,SERVICE | EDUCATE | PROTECT | STOCK | CRYPTO | COVAXIN and a humbled servant to my VILLAGERS.,"Las Vegas, NV",False
