tweet_id,user_id,username,text,like_count,retweet_count,location,creation_date_time,sentiment
1.50E+18,1.03E+18,Solo_Knight66,This has been one hell of a week Between Pfizer releasing the side effects studies of the jab and they United States funding bio-labs in Ukraine the Hard times are only getting worse Will be a show for the books tomorrow,0,0,America,13/3/2022,NEGATIVE
1.50E+18,282594942,Mr_S_Ayerst,We already have herd immunity as you stated country has 60-80 immunity In 2020 accepted was 70 herd Why the push for drugs when they known to not work as previously stated Have you read up on Pfizer trial data Some interesting manipulation of data,0,0,"Johannesburg, South Africa",13/3/2022,NEUTRAL
1.50E+18,261453070,ChrliesWarchest,Pfizer's scientists are now seeing the protection from its booster shot begin to wane against Omicron after three or four months setting the need for a 4th dose The company should call its group of coronavirus vaccines Wayne Moderna still going strong,0,0,On top of the World,12/3/2022,POSITIVE
1.50E+18,132684749,WarMachine__3,Ask he's a Pfizer spokesperson and was the one who created the virus and vaccines he knows a lot about the ongoings in there So just await his reply 👊🏽,0,0,South Carolina.,13/3/2022,NEUTRAL
1.50E+18,1.30E+18,ColinDotNet,I just saw a commercial for Oral Treatments for covid by pfizer cdc No funding They've got ads though for a treatment they can't buy,0,0,United States,13/3/2022,NEUTRAL
1.50E+18,1.05E+18,greengarage5,Down under crazy is unapologetic lol I also read that someone thought they’d been hit with a blow dart that contained Moderna vaccine,21,0,"Calgary, Alberta",12/3/2022,NEGATIVE
1.50E+18,1.49E+18,CValdit,can you ship Sputnik V vaccine to Bangladesh,0,0,No Location,8/3/2022,POSITIVE
1.50E+18,1.44E+18,Tell34Truth,mRNA is gene therapy Pfizer and Moderna make this type of vaccine technology,2,0,No Location,13/3/2022,NEUTRAL
1.50E+18,1368063630,byro_sani,Financial clawbacks from CEO’s Moderna Pfizer are justified,0,0,"Texas, USA",12/3/2022,NEUTRAL
1.50E+18,7.72E+17,ArtTheClown1,This is news but Pfizer’s data release isn’t Is that because you pushed the poison for 2 years on the public,0,0,No Location,13/3/2022,NEUTRAL
1.50E+18,9.50E+17,DavidBr33139978,Look at VAERS EUDRA and the yellow card reporting system Also look at Pfizer’s own data forced out under court order in the US,0,0,No Location,13/3/2022,NEUTRAL
1.50E+18,1.22E+18,Sarkonziptits0,So we know the vax Is made by the people who made the virus Great Moderna should best know how to cure their product with their product The real disparity in America is of information and it affects even the wealthy and the white these information rich rednecks,0,0,Asheville North Carolina CIAS,12/3/2022,NEUTRAL
1.50E+18,1.40E+18,HieuTrantheMAN,IchooseCOVAXIN My hate for Fauci is growing more by the day Am I a hater No I hate liars and on 12 31 2021 Fauci lied again to the American people when he promote his mRNA and pretended COVAXIN didn't exist I'll tell you this COVAXIN will help America end this pandemic,25,13,"Las Vegas, NV",10/3/2022,POSITIVE
1.50E+18,1.27E+18,NDP251,Not sure but I thought covaxin is also dead virus,3,0,No Location,8/3/2022,NEUTRAL
1.50E+18,1.46E+18,JustMeRachel_,Negative the jabs are the software for the chip That's why you need to keep getting jabbed Check out Moderna's site Operating Platform Software for Life,0,0,No Location,12/3/2022,NEUTRAL
1.50E+18,38232330,Horror_Film_Fan,Getting the vaccine does not stop you from getting OR passing on covid Hence why photos are going around with Martin and Voss hugging talking with players last night And the symptoms are irrelevant as you can’t play for 7 days So again why get vaxxed if you STILL can’t play,2,0,Twin Peaks,18/3/2022,NEGATIVE
1.50E+18,1.34E+18,ausvstheagenda,What’s more concerning is the Pfizer documents Side effects include Encephalitis AIDS and myocarditis 1223 people died within 3 months of the jab MSM attempting to normalise heart attacks Greg Hunt warning aussies to get heart checked Did I miss anything,10,0,"Melbourne, Victoria",13/3/2022,NEGATIVE
1.50E+18,1.30E+18,Gladys64387375,Chamelia is showing her ignorance She thinks SA+Kenya Africa She doesn’t know that there are 52 other countries…and thinks Africans are only vaccinated with the Moderna vaccine,6,0,Out there,12/3/2022,NEUTRAL
1.50E+18,51196816,PegMerar,My daughter 2 others had Pfizer one with booster that got it with mild cold symptoms and one asymptomatic,0,0,USA,12/3/2022,POSITIVE
1.50E+18,46635524,nothinsafe,Saying everyone is dying because of the vaccine while saying the people in the hospital with covid didn’t die because of it but because of lung failure,1,0,She/her,18/3/2022,NEGATIVE
1.50E+18,33988019,23WIFR,Moderna asked the F D A on Thursday to authorize a fourth shot of its COVID-19 vaccine as a booster dose for all adults The request is broader than rival company Pfizer’s request for the regulator to approve a booster shot for all seniors,0,0,"Rockford, IL",18/3/2022,NEUTRAL
1.50E+18,1.43E+18,JosephNeySailor,We have a problem w NewsMax and it hasn’t been addressed or denied Did Newsmax take Federal funds to down play the known side effects of the Pfizer and Moderna Vaccines These have been documented in the latest forced release of Pfizer’s vaccine data what’s up Doc,0,0,No Location,12/3/2022,NEUTRAL
1.50E+18,1.08E+18,IAmReadyToSpeak,The flu shot is annual because the virus mutates constantly I wonder if she has ever had a flu shot in her life Millions of these anti Covid19 vaccine people get their annual flu vaccine but that's somehow just not the same to them,0,0,No Location,18/3/2022,NEUTRAL
1.50E+18,27214225,ashainoma,Why HKGov also keeps pushing out Sinovac which is known not to be very effective against omicron also,1,0,No Location,12/3/2022,NEUTRAL
1.50E+18,1.45E+18,BobnChop,What the actual f🤬k is wrong with these media people People are dying all over the place from heart issues post 💉 Pfizer’s own damning documents are now out Fear porn with encephalitis when it’s a listed side effect of the 💉 Start asking some REAL questions dickheads,3,0,No Location,13/3/2022,NEGATIVE
1.50E+18,293947885,UP_ESC,[COVID-19 VACCINE SURVEY] The NIH is conducting a survey that aims to examine attitudes towards COVID-19 vaccines and vaccination intent among unvaccinated adults You may take the survey via,4,2,"Rm123 Melchor Hall, UP Diliman",18/3/2022,NEUTRAL
1.50E+18,1.23E+18,CarnivoreErik,The US Government Fauci Daszak the CDC the FDA Pfizer Moderna they are all guilty of Genocide All the doctors who complied with them 95 of the doctors All politicians All must be tried prosecuted sentenced for Genocide Mass Murder etc,4,1,No Location,12/3/2022,NEUTRAL
1.50E+18,169325323,doctorvasan,Unfortunately Sinovac is not effective against Omicron Sub-variant BA2,1,0,No Location,6/3/2022,NEGATIVE
1.50E+18,262914657,JamesStrattonTV,Exactly one year ago my 91-year-old Grandma got her second dose of the COVID-19 vaccine I've sat on that same bench I interviewed her on since I was an infant I've never been on TV before she told me It only took ninety years to do it but here we are I responded,5,0,"Des Moines, IA",18/3/2022,NEUTRAL
1.50E+18,1.39E+18,NoJabForMe,Pfizer trials on the fountain of youth are proving to be a raging success For those of you who ain't that keen on growing old 🤔,14,4,No Location,13/3/2022,NEUTRAL
1.50E+18,1.46E+18,Chamaerion,It’s a pity that they and their PR people don’t read the news 👇🏻👇🏻,0,0,Planet Earth,12/3/2022,NEGATIVE
1.50E+18,2809697305,courseraseth,1971 Nixon sent USS enterprise to nuke India 1992 Clinton trained terrorists who killed 20000 Kashmiris half-million displaced 2021 Biden stopped raw materials for Covid Vaccine Your team is Pakistani apologists You are anti-India anti-Hindu stop lecturing,0,0,No Location,18/3/2022,NEGATIVE
1.50E+18,1.15E+18,NewsShakes,BHATTACHARJEE SHYAMAL Covid Vaccine Nothing To Worry About It It's,0,0,Nagpur,18/3/2022,NEUTRAL
1.50E+18,1.45E+18,JettRink19,Simple safe thing 🤣😂🤣🤣 Have you read the Pfizer data 😂🤣😂🤣😂🤣🤣🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,0,0,No Location,13/3/2022,NEUTRAL
1.50E+18,1.17E+18,Stevovo49529385,VaccineSideEffects RussianUkrainianWar Pfizer WorldWarIII Operationrestore operationdudula PutSouthAfricansFirst African Pop Mix 🔥🔥 Pitso Al Ahly Sundowns Christiano Messi Julius Thuli P South Africa Satan Cape flats,0,0,kae kae Mzansi hii,13/3/2022,NEUTRAL
1.50E+18,1.30E+18,PunyaBharath,Covid appropriate behaviour Vaccine Exit Virus,0,0,"भूमंडल, Bharat",18/3/2022,NEUTRAL
1.50E+18,3523404317,GHabs9,How about a link or two regarding these stories that seem to be ignored by you and your pals 1a Winnipeg virus labs the former researchers why did PMJT shut down the investigation 2 missing infrastructure billions 3 The covid vaccine costs in🇨🇦 Win trust-start there,0,0,No Location,18/3/2022,NEUTRAL
1.50E+18,1.49E+18,RandyJa42118019,SML They are determined people are going to get this Vaccine Beware they may start combining covid Vaccine in with your yearly flu shot,0,0,No Location,18/3/2022,NEGATIVE
1.50E+18,63861544,cttowns,Triple vaxed with Moderna and no COVID Lot of luck and wearing a mask,0,0,sherwood park,13/3/2022,POSITIVE
1.50E+18,137403631,mohitmahawar,and the whole world thought Pfizer was the THEY,0,0,"New Delhi, India",13/3/2022,NEGATIVE
1.50E+18,1.50E+18,StandingFree2,Pfizer Death AdverseReactions 1 in 35 died and Pfizer lied,0,0,No Location,13/3/2022,NEGATIVE
1.50E+18,1.48E+18,alliyuhh_,moderna hitting me hard,8,0,No Location,12/3/2022,NEGATIVE
1.50E+18,1.25E+18,AW50968253,I can't find clear figures there may be a political reason for this too but one indicative thing I did see was that 60 of newly vaccinated in Feb chose Sinovac,3,0,Edinburgh,6/3/2022,NEUTRAL
1.50E+18,8.23E+17,TxCoachB,pfizer I trust the words above as well as the direction offered Please consider it,5,0,"Bridge City, TX",13/3/2022,NEUTRAL
1.50E+18,1.14E+18,RobertM10836654,For 900 Million+ I guess you will sell your soul and the rest of the world Moderna Approves 900 Million Golden Parachute for CEO After Company Went From Losing 747 Million In 2020 to Making 12 2 Billion in 2021 With Its Covid Jab via,0,0,Central Oregon,12/3/2022,NEGATIVE
1.50E+18,162576874,thebarneypages,Perhaps if the FDA stopped prioritizing Pfizer profits and approved additional non-mRNA options more people would be vaccinated Too bad the govt cares more about pharma than saving lives covaxin novavax,1,0,No Location,6/3/2022,NEGATIVE
1.50E+18,44037580,chelseaehunter,Is there anyone here who wants to provide evidence to refute my overall warrants for concern None of you are yet to address why you think it was okay that Pfizer FDA tried to hide important information So far the majority have resorted to ego emotional name calling and attack,0,0,Australia,13/3/2022,NEGATIVE
1.50E+18,1.41E+18,Srchg4Integrity,Those same officials most likely have stock in Pfizer and Moderna Why would you tweet something like this without mentioning that This is why people don’t take you serious Journalism is dead,1,0,United States,12/3/2022,NEGATIVE
1.50E+18,1473507662,doc_holliday50,Step 1 Allow all available vaccines not just continue to push mRNA shots on people Covaxin is a traditional non mRNA vaccine that produces broad and durable protection,0,0,"California, USA",7/3/2022,NEUTRAL
1.50E+18,34572946,dwafash,You cannot claim I did not know any longer How many vaccine related incidents do we still need Scientific and medical evidence is testifying against you Stop the COVID theater and vaccinations now,0,0,"Pretoria, South Africa",18/3/2022,NEGATIVE
1.50E+18,27604873,Rikku_Revenge,After more than 24 hours my arm hurts a bit when I try to raise it but apart from that Nothing Moderna BionTech were both very kind to me,2,0,"Berlin, Deutschland",12/3/2022,POSITIVE
1.50E+18,1.50E+18,BPissuenews,Tennessee Expands Employee Protections Relating To COVID-19 Vaccine Mandates Employment and HR,0,0,California,18/3/2022,NEUTRAL
1.50E+18,62152690,saramattison,Triple vaxxed with Pfizer and still masking at work where others unmasked at work and outside of work have recently gotten it Fingers crossed every day now with my exposure higher and finding myself often one way masking,2,0,"California, USA",13/3/2022,NEUTRAL
1.50E+18,8.17E+17,truthbeckonsme,It is not as clear cut as you make out A zero-Covid strategy simply delays the inevitable Vaccine effectiveness has peaked in NZ even with boosters and Omicron is impossible to keep at bay as we’re seeing now in NZ Sadly the worst is to come for NZ and it cannot be avoided,3,0,Land of the free,18/3/2022,NEGATIVE
1.50E+18,9.54E+17,propofolsbff,While I support this effort liability should never have been taken away from drug companies This vaccine would NEVER had made it to trials if Pfizer and Moderna were at risk for being held accountable for harms to people,1,0,The fire swamp,12/3/2022,NEUTRAL
1.50E+18,1.38E+18,Danilo95003066,word ✊ COVAXIN COVAXINapproval usfda,0,1,No Location,10/3/2022,NEUTRAL
1.50E+18,264882626,owen_carruthers,I watch a lot of football In my opinion it's a therapy not a vaccine The MMR vaccine stops you getting those disease's Covid jabs don't stop you getting covid,1,0,england,18/3/2022,NEUTRAL
1.50E+18,213068278,memberglobalzer,Moderna here No covid yet Masked vaxed and don't go out a lot,0,0,"Gilead, Texas ",13/3/2022,POSITIVE
1.50E+18,363101767,brent_kellogg,Too funny Greedy Pfizer creeps,0,0,"Sequim/Port Angeles, WA",13/3/2022,NEGATIVE
1.50E+18,7.06E+17,squetcho,Don't come at me to fight about my stand on against the vaccination You can fuck off I'm here to tell first hand experience of Pfizer Corminaty side effects,0,0,The Netherlands,13/3/2022,NEGATIVE
1.50E+18,1.36E+18,NITEGlobalMkts,Moderna seeks 4th dose approval of COVID-19 vaccine in US Business,1,1,No Location,18/3/2022,NEUTRAL
1.50E+18,7.80E+17,SosaiaFakalata,4th dose of vaccine and then 5th 6 7 8 900 vax snax anybody,0,0,"Auckland, New Zealand",18/3/2022,NEUTRAL
1.50E+18,1.48E+18,Sanchezsanti96,Hi I would like a quick question answered Can you give us an update on COVAXIN how it’s doing with the NACI date to expect maybe approval Thank you,1,1,No Location,7/3/2022,NEUTRAL
1.50E+18,1.43E+18,RoySougata2,Dear sir I am sougata Roy from India I will go to France next month but France government are not accepting covaxin for Indian travellers please take necessary action and request to French government that they are accepting covaxin for Indian travellers,0,0,No Location,12/3/2022,NEUTRAL
1.50E+18,1.25E+18,RealDoctorT,1 95 billion advance purchase agreement from Operation Warp Speed that helped Pfizer take the risk of developing a vaccine There is no question that 1 95 billion from Operation Warp Speed in the form of an advance purchase helped Pfizer development,1,0,USA,12/3/2022,NEUTRAL
1.50E+18,1.46E+18,ProwlerPatriot,People are dying because they can’t think critically and can’t do simple math on covid data sitting on the CDC website in plain public view Processing the monthly death data will tell you the vaccine was never necessary Couple that with how hard they pushed it is apparent,1,0,No Location,18/3/2022,NEGATIVE
1.50E+18,1.48E+18,MeanDeanDamage2,I had AZ Moderna Moderna and have not had it as far as I know So far so good,0,0,Canada,13/3/2022,POSITIVE
1.50E+18,1.46E+18,PetBradbury,They can make novichok and other biological weapons The Sputnik V vaccine they had fast surely they can produce insulin So for me it's not a right decision 🤐,3,0,No Location,10/3/2022,NEUTRAL
1.50E+18,7.22E+17,JennyandFreedom,It’s not the virus you should be worried about it’s the hundred of side affects listed by Pfizer The Longer they test this on people the longer the list gets Not an anti vaxxer Getting my flu shot next week Good luck to you Hope it’s only a headache,4,0,Parkdale,13/3/2022,NEUTRAL
1.50E+18,1.44E+18,DavidCa86212662,2 years ago science said mRNA vaccines were safe with no known side effects and would stop the transmission of covid-19 Today science says mRNA vaccines can cause vaccine injuries and can be spread amongst the vaccinated Science evolved Can you,0,0,Chinada,18/3/2022,NEGATIVE
1.50E+18,31581559,PopeyeBarrnumb,2 2 such low rates of vaccination around the world with the virus ping-ponging between vaccinated and unvaccinated people I’m an immunologist The probability of us seeing a vaccine-resistant strain is very high Pandemic COVID19 SARSCoV2,0,0,"near Chico, CA, USA",18/3/2022,NEUTRAL
1.50E+18,336858667,KathyDolly,No not since I googled and found out Moore from Pfizer and Tam from WHO It’s not funny at all It’s all set up,0,0,No Location,13/3/2022,NEGATIVE
1.50E+18,1.16E+18,LutherBurgsvik,USA Idaho legislation preventing most private and public entities from discriminating against people who haven’t received the coronavirus vaccine headed to the full House on Thursday for consideration after it was approved by a key committee,1,0,No Location,18/3/2022,NEUTRAL
1.50E+18,1.41E+18,Manda65933512,pfizer So sorry to hear this I hope you find the help you need Please continue to speak out against this atrocity against humanity,0,0,"Perth, Western Australia",13/3/2022,NEUTRAL
1.50E+18,1.48E+18,vxxdnmskd,FoxLA can’t tell you that Not after they’ve been paid off by Pfizer Bill Gates and of course the Biden administration,3,0,Planet Earth,12/3/2022,NEUTRAL
1.50E+18,800047,MammaSteph,I don’t know how it’s being done but scientists found out how to infiltrate UVA and UVB rays with the MRNA used in the Pfizer vaccine so that the ENTIRE world’s population will be vaxxed If you don’t want it stay inside Don’t leave your home Ever,7,1,"Toronto, Ontario",13/3/2022,NEUTRAL
1.50E+18,18470846,cancheng,and sinovac can be taken at almost any doctor's clinic,2,0,"Here, there and everywhere",12/3/2022,NEUTRAL
1.50E+18,1.37E+18,AngellUnique73,Moderna is seeking FDA approval for a 4th COVID-19 vaccine shot for those aged 18 and above,0,0,"Bayonet Point, FL",18/3/2022,NEUTRAL
1.50E+18,1.41E+18,sanditarium,I have been posting this for a couple of days 1 WHO in the process of Health Emergency that will override every countries Constitution 2 The Pfizer Report 3 Gun Control Was Introduced Passed in the Omnibus Bill,3,3,No Location,13/3/2022,NEUTRAL
1.50E+18,1.23E+18,SteveK71372705,The Curse of the Eight Vasus Where is the CEO with news that will make the promises come true for Covaxin Hiding under his desk maybe counting his money when he dumped his shares on his lies Curse is with him Ocugen and all management until the lies are righted,0,0,No Location,7/3/2022,NEGATIVE
1.50E+18,1.47E+18,PaulSchorfheide,And as for my numbers in the previous statement it's literally from the Pfizer reports NOT from trials If it was trials it would have been an even more severe because I doubt they bothered to test it on 900k people,1,0,No Location,13/3/2022,NEGATIVE
1.50E+18,1.32E+18,TheosTina,Moderna tried for 10 years to make mRNA technology work The mice all died ⚠️The nano-particle delivery technology becomes toxic when administered in multiple doses They nearly became bankrupt In walks B illGates Saves the day,0,0,No Location,13/3/2022,NEGATIVE
1.50E+18,1.15E+18,adamfarren2,Gene therapy you pretend to be a doctor They changed the definition of vaccines prior to putting these to market They are still in phase 3 clinical trails Not approve by FDA Look at the pfizer web page Trails in young adults,2,1,"Roscommon, Ireland",18/3/2022,NEGATIVE
1.50E+18,285198313,NYGH_News,Don't miss these COVID19 vaccine clinics happening in North York this weekend 📢 ✔️All ages 5 years ✔️PFIZER and MODERNA available to those eligible ✔️Walk-ins welcome,2,3,"Toronto, ON",12/3/2022,NEUTRAL
1.50E+18,1449625616,NiceLady105,Three Pfizer one Moderna 4th shot and NO covid I am immunocompromised FollowCDCGuidelines,0,0,USA,13/3/2022,POSITIVE
1.50E+18,1.43E+18,M71644388,pfizer Praying for you to have peace and healing 🙏🤍,1,0,🇺🇸,13/3/2022,POSITIVE
1.50E+18,8.32E+17,LostDaysofAbby,Triple Pfizer as well and no Covid Next booster I will mix it up and go Moderna Moderna seems to give a better longer immune response i e the effects last longer based on antibodies present afterwards,0,0,United States,13/3/2022,POSITIVE
1.50E+18,892138376,cfortsgottalock,Makes sense in Canada we have an evolved form of science Most places call it smug virtue signalling but I call it just plain old dumb What do I know though as I don't own stock in Pfizer or Moderna 🤷 BlueJays,1,1,"Ottawa, Ontario",12/3/2022,NEGATIVE
1.50E+18,1338733717,BelfastTrust,Vaccination Bus 🚌 Get your vaccine first second booster doses 📣 ➡ 1st 2nd doses available on the bus to those aged 12+ ✅Booster available to 18 📋No appt needed 💳Bring your ID Full details and pharmacy clinics,0,0,Belfast,18/3/2022,NEUTRAL
1.50E+18,75432021,mazzystarrrr,pfizer Look into zeolite capsuls and-or powder to detox Also NAC Although the FDA considers NAC a vitamin a controlled substance because it helps with a lot of things like with illnesses and detoxifying,1,1,No Location,13/3/2022,POSITIVE
1.50E+18,2314427125,TaylordforTaste,What does Pfizer have to hide bonniehenry,1,0,"Cobble Hill, BC",13/3/2022,NEUTRAL
1.50E+18,1.39E+18,Aegean888,Fake narratives and outrage are wonderful from folks and institutions however ignoring a traditional safe vaccine that neutralizes variants and reduces reinfection by 86 is criminal while reducing the quality of kids lives and formative years COVAXIN IchooseCOVAXIN COVID19,1,0,Inside the Matrix,11/3/2022,POSITIVE
1.50E+18,545021925,Oo0vOv0oO,Vaccine Passes Vaccine Mandates need to end These cannot stop covid Jacinda just being political for the sake of polls Hold back give a little maintain the power,0,0,New Zealand,18/3/2022,NEUTRAL
1.50E+18,1.47E+18,RogertheGoodwin,Hopefully the Vatican is just tempting the CEOs of Moderna and Pfeizer and Fauci in then sending them straight to hell,0,0,"Thessaloniki, Greece",12/3/2022,NEGATIVE
1.50E+18,1025631416,BlBlvishwa,It's time for GOI to allow mix and match of covaxin and covishield for booster dose,0,0,Banglore,9/3/2022,NEUTRAL
1.50E+18,9.69E+17,coolwit18,Triple vaxxed with Moderna here Never had COVID,0,0,No Location,13/3/2022,POSITIVE
1.50E+18,156760832,mharri1,Same here but I don't mingle much My sis in CA Moderna+3 caught omicron She has a job surrounded by the unmasked public She called her doc to officially report Doc's office told her they don't report cases How many cases aren't reported,0,0,No Location,13/3/2022,NEGATIVE
1.50E+18,1.48E+18,michael_faker_,It’s a statement like this that you’re only able to make because you are still living thanks to the Pfizer vaccine Team of five million,0,0,"Wellington City, New Zealand",13/3/2022,POSITIVE
1.50E+18,1.32E+18,ExilePasta,Additionally the Chinese vaccine Sinovac did not give very good protection,2,0,No Location,13/3/2022,NEGATIVE
1.50E+18,63209866,fiatcurrency,BMJ Investigation Covid-19 Researcher blows the whistle on data integrity issues in Pfizer’s vaccine trial,3,2,# ✝️,13/3/2022,NEGATIVE
1.50E+18,881159958,theREALzebatov,You’re seven times more likely to get Covid after getting the vaccine,1,0,"Calgary, Alberta, Canada",18/3/2022,NEGATIVE
1.50E+18,9.45E+17,McDutchoven,Flynn chose to speak as Q messenger so did Mike They can all wear it because frankly the topic is so stupid that nobody gives a shit who did what in what order Racketeering doesn't depend on one person furthering the crime knowing what every 1 of their codefendents crimes were,0,0,Center for Harsh Criticism,6/3/2022,NEGATIVE
1.50E+18,1225820672,Amine19O,Let me correct the inaccuracies you just made HK uses Pfizer as well 60 of vaccinated people took Pfizer 40 took sinovac As per claims that sinovac is ineffective how can sinovac be ineffective when 90 of deaths are among the unvaccinated Curious to know ur answer,2,0,No Location,11/3/2022,NEUTRAL
1.50E+18,1.48E+18,BadGuyWinston,The vaccine reduces your chances of getting Covid in that it likely shortens your life giving you logistically fewer opportunities to catch an endemic disease so in a weird turn of events it is in fact effective against Covid 🙈,15,3,No Location,18/3/2022,POSITIVE
1.50E+18,1.48E+18,Blaze13Robert,Why not If you already have damage and the jab kills you they can claim the preexisting damage is what did you in mere coincidence😎,0,0,No Location,18/3/2022,NEGATIVE
1.50E+18,512398904,DrKnowItalll,This report is about adverse events from the Pfizer vaccines It says so in the heading of the report Out of the 40000 adverse events they received 1200 died That is the facts presented in this report,0,0,Earth,13/3/2022,NEGATIVE
1.50E+18,3293407354,jetcat_jesus,When I see those I got my covid vaccine frames around people's profile pictures I think well that was a stupid risk to take,36,6,No Location,18/3/2022,NEGATIVE
1.50E+18,1.15E+18,Anthony_MAG99,I can see a lot of people in this feed deny vaccine risk lack of its protection and the shear fact Covid has a 99 7 survival rate You claim to be wise in following the science but throw out those logical scientific facts all together Clearly your not following Science,0,0,USA,18/3/2022,POSITIVE
1.50E+18,4332128660,OctopussyMiss,Most of vaccinated are using Sinovac a mediocre vaccine especially for Omicron,1,0,No Location,7/3/2022,POSITIVE
1.50E+18,3252902394,fop2014,Check out Covid Live Updates Canada Approves Moderna Vaccine for Ages 6 to 11 The New York Times,0,0,Germany,18/3/2022,NEUTRAL
1.50E+18,540300620,mpc_xetts,The list is based on all vaccines in general It's predetermined It means Pfizer were looking for everything and anything Iron they got slammed when they were actually being over cautious,0,0,No Location,13/3/2022,NEUTRAL
1.50E+18,1.50E+18,madhura_parkhi,Respected A very humble request to you to please do something so that Germany too will recognize Covaxin for it’s travellers Thank you very much Germany COVAXIN approval CovidVaccination India,0,0,No Location,7/3/2022,POSITIVE
1.50E+18,448587735,VERBAL_CHANCLA,Think I still might have preferred it to my two shot Pfizer,0,0,Burque Baby,13/3/2022,POSITIVE
1.50E+18,1.33E+18,TheSaadKaiser,Two doses of Sinovac and booster shot of Pfizer Pfizer is better,0,0,No Location,12/3/2022,POSITIVE
1.50E+18,1.02E+18,tomfras36050810,Double vaxxed and boosted with Pfizer as is my wife… so far so good,1,0,No Location,13/3/2022,POSITIVE
1.50E+18,1.42E+18,Urbanaut_io,Magda perhaps people are waiting for an explanation regarding the Pfizer trial data released under FOIA,0,0,Australia,13/3/2022,NEUTRAL
1.50E+18,357673343,Harrynorrie,Pfizer did ok out of it Quint the next couple of years will be very intetesting The conspiracy theories are about to come true,1,0,"Falkirk, Scotland",13/3/2022,POSITIVE
1.50E+18,1.50E+18,AGreenroyd1958,pfizer How many children have to be maimed or die from the quackzine before YOU understand the numbers,0,0,No Location,13/3/2022,NEGATIVE
1.50E+18,516126807,AegisFS,Pfizer not delisted as rumors emanate from Switzerland misinformation,3,3,South Florida,13/3/2022,POSITIVE
1.50E+18,1.46E+18,SwannMarcus89,Sinovac has also shown itself to not be very good against Omicron So they have low vax rates with the elderly and they're using an inferior vaccine to the American and European ones,1,0,No Location,12/3/2022,NEGATIVE
1.50E+18,1.10E+18,John74244709,Vincent James Pfizer Released List of Over 1000 Covid Vax-Injuries While World Is Distracted Three Spoons,0,0,No Location,13/3/2022,NEGATIVE
1.50E+18,1.25E+18,WhirledPeas9,Fauci Comes Out of Hiding to Predict More COVID Cases Need for Fourth Shot,0,0,No Location,18/3/2022,NEUTRAL
1.50E+18,8.11E+17,wanderer_jasnah,i mean sure Sinovac has efficacy issues in many regards there's no reason to be using it when we have access to ample amounts of a better vaccine but let's not lose sight of the main issue 90 of our fifth wave deaths are UNVACCINATED,101,7,大學，香港　||　仍然自由自我　永遠高唱我歌　走遍千里,10/3/2022,NEUTRAL
1.50E+18,1.46E+18,Jeff_mc2,Worst Fears Realized Pfizer mRNA Transcribes into DNA The Lab studies show that mRNA vaccine DOES integrate itself into human cellular DNA This means that a shot of the Pfizer vaccine taken even once permanently changes the DNA of affected cells,1,0,Las Vegas,13/3/2022,NEUTRAL
1.50E+18,1.46E+18,KRob55737385,Covaxin for myself and family🇺🇲🇺🇲🇺,22,5,No Location,7/3/2022,POSITIVE
1.50E+18,9.13E+17,INUF_thecharity,Talk to teams for advice on Covid19 and improving your health Get free Covid-19 RapidTestKits help to book your vaccine and information on lots of health topics with Well Newham Information Tables,0,0,"Stratford, London",18/3/2022,POSITIVE
1.50E+18,1.46E+18,Lorphicnews,Long list of side effects to look out for Dr John Campbell￼￼￼￼￼ The Complete List of the Pfizer Adverse Events of Special Interest Link to Wefwafwa's original video,0,0,No Location,13/3/2022,NEUTRAL
1.50E+18,1.33E+18,KeeganSharief,I’ve been doing a great job for staying safe and healthy and wearing a mask every day Last year I finally got the two doses of Pfizer Vaccines Booster Shot I was so happy that the places have been reopened and get to see my family and friends again,0,0,"Santa Cruz, CA",13/3/2022,POSITIVE
1.50E+18,1.38E+18,couchtrading,OCGN this is 100 serious and confirmed Ocugen was the first to like this tweet Check it for yourself Mexico COVAXIN COVID19 CEI MULN ATER GEVO HOOD,1,1,No Location,9/3/2022,POSITIVE
1.50E+18,9.09E+17,Kachina32146771,pfizer Please Jesus help this man🙏🙏🙏,1,0,USA,13/3/2022,POSITIVE
1.50E+18,1.39E+18,MarkLessard8,Comirnaty and the EUA vaccine are seperate entities The differences may be subtle but they exist and Pfizer didnnot have Comirnaty available for mass market when it was approved Only the old EUA formulation You can't even get that part right,0,0,No Location,13/3/2022,NEUTRAL
1.50E+18,1.45E+18,Cryptof99419064,I guess I live under a rock since I didn’t realize moderna got approved a month ago You might want to check that Pfizer shot the biogen or whatever isn’t available in the states and that was the one approved Anyway go get another booster,0,0,No Location,12/3/2022,NEUTRAL
1.50E+18,1.45E+18,COVIDRCTbot,Durability of the Single-Dose Ad26 COV2 S Vaccine in the Prevention of COVID-19 Infections and Hospitalizations in the US Before and During the Delta Variant Surge Medline OVID RCT evidence research,0,0,No Location,18/3/2022,NEUTRAL
1.50E+18,1.38E+18,Curious29362952,pfizer The doctors of have an iRecover protocol that is helping long haulers and Vax injured across the globe Dr has opened a private practice dedicated to patients like you 🙏🏻,0,0,No Location,13/3/2022,POSITIVE
1.50E+18,1.38E+18,ExposeDaTruthMN,Hell Moderna Patented Key COVID Spike Protein Sequence in 2016,0,0,"Minneapolis, MN",12/3/2022,NEGATIVE
